Sujeto,Relación,Objeto
Military Reconstruction Act,year of passage,1867
Reconstruction Acts,year of passage,1867
Military Reconstruction Act of 1867,divided region,ten southern states into five military districts
Tennessee,exclusion from,Military Reconstruction Act of 1867
Military Reconstruction Act of 1867,required military presence,twenty thousand federal troops
Military Reconstruction Act of 1867,established voting age,21 years old
Military Reconstruction Act of 1867,readmission requirement,ratification of Fourteenth Amendment
Andrew Johnson,action regarding Reconstruction Acts,veto
U.S. Congress,action regarding Reconstruction Acts veto,override
Fourteenth Amendment,ratification requirement for,states under military rule to rejoin the Union
1867 Military Reconstruction Act,creator of,five military districts
Arkansas,date of rejoining the Union,"June 22, 1868"
Mississippi,date of rejoining the Union,"Feb. 23, 1870"
Louisiana,date of rejoining the Union,"June 25, 1868"
Texas,date of rejoining the Union,"March 30, 1870"
Tennessee,date of rejoining the Union,"July 24, 1866"
Alabama,date of rejoining the Union,"July 14, 1868"
Georgia,date of rejoining the Union,"July 15, 1870"
Florida,date of rejoining the Union,"June 25, 1868"
South Carolina,date of rejoining the Union,"June 25, 1868"
North Carolina,date of rejoining the Union,"June 25, 1868"
Virginia,date of rejoining the Union,"Jan. 26, 1870"
Tennessee,exclusion from,Reconstruction Acts
President Andrew Johnson,position of,President of the United States
President Andrew Johnson,author of,1868 State of the Union address
Command of the Army Act,restriction on,presidential military orders
Tenure of Office Act,passage year,1867
Tenure of Office Act,requirement of,Senate approval for presidential appointments and removals
President Andrew Johnson,remover of,Secretary of War Edwin M. Stanton
President Andrew Johnson,date of removal of Edwin M. Stanton,August 1867
Edwin M. Stanton,position of,Secretary of War
Edwin M. Stanton,political alignment with,Radical Republicans
Ulysses S. Grant,replacement for,Edwin M. Stanton
Ulysses S. Grant,political alignment with,Republicans against President Johnson
House of Representatives,role in impeachment proceedings,prosecution
Senate,role in impeachment proceedings,judge
House of Representatives,number of counts against Johnson,eleven counts
Senate,final impeachment vote,35 to 19
Theodore R. Davis,creator of,illustration of Senate impeachment trial
Theodore R. Davis illustration,publication in,Harper's Weekly
Theodore R. Davis illustration,publication year,1868
Ulysses S. Grant,election to presidency,November 1868
Ulysses S. Grant,role in Union,war hero
Horatio Seymour,role in 1868 election,Democratic nominee
Fifteenth Amendment,introduction year,winter of 1869
Fifteenth Amendment,introduced by,Republicans
Fifteenth Amendment,position as,third Reconstruction amendment
Fourteenth Amendment,subject addressed,citizenship rights and equal protections
Fifteenth Amendment,right extended to,Black men to vote
Charles Sumner,position of,Radical Republican leader
Charles Sumner,place of representation,Massachusetts
Fifteenth Amendment,ratification year,1870
Thomas Kelly,creator of,The Fifteenth Amendment commemorative print
Thomas Kelly print,celebration date shown,"May 19th, 1870"
Thomas Kelly print,portraits included,"Ulysses S. Grant, Abraham Lincoln, John Brown, Martin Delany, Frederick Douglass, and Hiram Revels"
Susan B. Anthony,role in,women's rights activist
Elizabeth Cady Stanton,role in,women's rights activist
Susan B. Anthony,participant in,abolitionist movement
Elizabeth Cady Stanton,participant in,abolitionist movement
American Equal Rights Association (AERA),formation purpose,securing equal Rights to all American citizens
Fourteenth Amendment,section 2 qualification,male citizens
Frederick Douglass,relationship to,Stanton as admirer
Lucy Stone,member of,AERA
Henry Browne Blackwell,member of,AERA
Susan B. Anthony,co-organizer of,National Woman Suffrage Association (NWSA)
Elizabeth Cady Stanton,co-organizer of,National Woman Suffrage Association (NWSA)
National Woman Suffrage Association (NWSA),organization year,1869
Virginia Minor,member of,NWSA
Virginia Minor,attempted registration location,"St. Louis, Missouri"
Virginia Minor,attempted registration year,1872
Virginia Minor,case decision year,1874
Supreme Court,ruling year on Minor case,1874
Wyoming Territory,year of granting women's vote,1869
Susan B. Anthony,position in NWSA,President
Susan B. Anthony,location,"Rochester, N.Y."
Union Leagues,original founding location,North
Union Leagues,original purpose,promoting loyalty to Union and Republican Party during Civil War
Union Leagues,expansion location,South after the war
Alfred R. Waud,creator of,The First Vote illustration
Alfred R. Waud illustration,publication in,Harper's Weekly
Alfred R. Waud illustration,publication year,1867
Fifteenth Amendment,number of Black Representatives in 1870s,fifteen
Fifteenth Amendment,number of Black Senators in 1870s,two
Blanche K. Bruce,position of,U.S. Senator
Blanche K. Bruce,state represented,Mississippi
Hiram Revels,position of,U.S. Senator
Hiram Revels,state represented,Mississippi
Jefferson Davis,former position of,U.S. senator
Jefferson Davis,later position of,Confederate president
Jefferson Davis,home state,Mississippi
Hiram Revels,birthplace,North Carolina
Hiram Revels,birth status,freeborn
Hiram Revels,position in church,minister in African Methodist Episcopal Church
Hiram Revels,position of Mississippi state senator,1869
Hiram Revels,election to U.S. Senate year,1870
Hiram Revels,speech subject,"segregated schools in Washington, DC"
Hiram Revels,speech year,1871
D.W. Griffith,creator of,The Birth of a Nation motion picture
The Birth of a Nation,release year,1915
President Grant,focus shift year,1876
President Grant,focus shift to,Indian Wars in the West
South Carolina,government type in 1876,Republican
Louisiana,government type in 1876,Republican
Florida,government type in 1876,Republican
White southerners,orchestrators of,counterrevolution against Reconstruction policies in the South
counterrevolution against Reconstruction policies in the South,time period beginning in,1860s
Black Republican officials in the South,targets of terrorism by,Ku Klux Klan
Ku Klux Klan,type of organization,domestic terror organization
Ku Klux Klan,alternative name,Invisible Empire of the South
Ku Klux Klan,founding year,1866
Ku Klux Klan,founding location,Tennessee
Nathan Bedford Forrest,first leader of,Ku Klux Klan
Nathan Bedford Forrest,military rank,Confederate General
Ku Klux Klan,name likely derived from,kuklos (Greek word meaning circle)
crop-lien system,type of system,credit system for farmers
sharecropping,type of system,crop-lien system
sharecropping,geographic spread throughout,the South
carpetbaggers,definition,northerners accused of coming to the South to acquire wealth through political power
scalawags,definition,southern White people who supported Reconstruction
scalawags,targets of,Ku Klux Klan
Red Shirts,origin location,Mississippi
Knights of the White Camelia,origin location,Louisiana
White League,origin location,Louisiana
Enforcement Acts,alternative name,Force Acts
Enforcement Acts,passage years,1870 and 1871
Ku Klux Klan Act,alternative name for,third Enforcement Act
Ulysses S. Grant,position held,President of the United States
Joint Select Committee to Inquire into the Condition of Affairs in the Late Insurrectionary States,creation year,1871
Joint Select Committee to Inquire into the Condition of Affairs in the Late Insurrectionary States,report publication year,1872
Joint Select Committee to Inquire into the Condition of Affairs in the Late Insurrectionary States,report volumes,thirteen volumes
Abram Colby,position elected to,lower house of Georgia State legislature
Abram Colby,election year to Georgia State legislature,1868
Abram Colby,testimony date,"October 27, 1871"
Abram Colby,testimony location,"Atlanta, Georgia"
Abram Colby,age at testimony,fifty-two years old
Orville Babcock,position held,personal secretary to President Grant
Crédit Mobilier of America,type of company,construction company
Union Pacific Railroad,creator,federal government during the Civil War
Schuyler Colfax,position held,Vice President
Colfax courthouse incident,year of occurrence,1872
Colfax courthouse incident,location,Louisiana
Colfax courthouse incident,death toll,as many as 150 freedmen
redeemers,political party affiliation,Democratic Party in the South
Liberal Republicans,political philosophy followed,classical liberalism
Jay Cooke & Company,type of institution,bank
Jay Cooke & Company,year of failure,1873
General Sherman,issuer of directive for,title to plots of forty acres to freed people on Sea Islands
Sea Islands,location,off the coast of South Carolina
President Johnson,action in 1865,ordered return of land to White landowners
Charles Harvey Weigall,creator of,illustration depicting Colfax Massacre survivors
illustration of Colfax Massacre survivors,publication in,Harper's Weekly
illustration of Colfax Massacre survivors,publication year,1873
Democratic Party,political control of,Texas by 1873
Democratic Party,political control of,Alabama by 1874
Democratic Party,political control of,Arkansas by 1874
Democratic Party,political control regained of,U.S. House of Representatives in 1874 elections
Civil Rights Act of 1875,requirement of,equality in public places and on juries
Civil Rights Act of 1875,year ruled unconstitutional,1883
U.S. Supreme Court,ruling on,Civil Rights Act of 1875 as unconstitutional in 1883
Rutherford B. Hayes,position of,three-time governor of Ohio
Rutherford B. Hayes,nominee of,Republican Party in 1876 presidential election
Samuel Tilden,position of,reform governor of New York
Samuel Tilden,nominee of,Democratic Party in 1876 presidential election
Samuel Tilden,role in,ending Tweed Ring and Tammany Hall corruption in New York City
Samuel Tilden,popular vote advantage in 1876 election,"300,000 votes"
electoral commission of 1877,composition of,"five senators, five representatives, and five justices of U.S. Supreme Court"
David Davis,former position on,U.S. Supreme Court
David Davis,elected to,U.S. Senate by Illinois legislature
electoral commission of 1877,decision awarded to,Rutherford B. Hayes
electoral commission of 1877,vote count of,8 to 7
Compromise of 1877,component of,appointment of one Southern Democrat to Hayes's cabinet
Compromise of 1877,component of,Democratic control of federal patronage in the South
Compromise of 1877,component of,commitment to internal improvements including federal aid for Texas and Pacific Railway
Compromise of 1877,component of,withdrawal of all remaining federal troops from the South
Solid South,political characteristic of,region that consistently voted in a bloc for Democratic Party
Horace Greely,profession of,newspaper editor
Horace Greely,creator of phrase,"Go west, young man"
Major Stephen Harriman Long,commander of,expedition through Missouri and into Yellowstone region in 1819-1820
Major Stephen Harriman Long,description of Great Plains as,"arid and useless region, great American desert"
John O'Sullivan,profession of,magazine editor
John O'Sullivan,creator of phrase,Manifest Destiny
John O'Sullivan,publication of Manifest Destiny phrase in,United States Magazine and Democratic Review in 1845
Panic of 1837,economic impact of,led many to question promise of urban America
California Gold Rush,year of beginning,1848
Homestead Act,year passed,1862
Pacific Railway Act,year passed,1862
Dakota War,year fought,1862
Transcontinental Railroad,year of completion,1869
barbed wire,year invented,1873
Battle of Little Bighorn,year fought,1876
Chinese Exclusion Act,year passed,1882
Dawes Act,year passed,1887
Dawes Act,purpose of,divides tribal lands into homesteads and sells excess land to settlers
French traders,market for goods from,North America
France,colonizer of,Guadeloupe
France,colonizer of,Martinique
Guadeloupe,type of location,island in the West Indies
Martinique,type of location,island in the West Indies
Guadeloupe,economic activity,sugar plantation
Martinique,economic activity,sugar plantation
Calvinism,type of,Protestant reform movement
Calvinism,region of adherents,northern provinces of the Spanish Netherlands
Dutch Republic,alternate name,Holland
Dutch Republic,year of establishment,1581
Dutch Republic,year of recognition as independent by Spain,1648
Dutch East India Company,year of charter,1602
Dutch East India Company,purpose,trade in Asia
Dutch West India Company,year of establishment,1621
Dutch West India Company,purpose,colonize and trade in the Americas
Courtyard of the Exchange in Amsterdam,creator of,Emanuel de Witt
Courtyard of the Exchange in Amsterdam,year of creation,1653
Amsterdam,description in 1600s,richest city in the world
Henry Hudson,employer in 1609,Dutch East India Company
Henry Hudson,nationality,English
Henry Hudson,occupation,sea captain
Henry Hudson,place explored in 1609,New York Harbor
Hudson River,namesake,Henry Hudson
Dutch colony in North America,name,New Netherlands
Dutch colony in North America,purpose,fur-trading outpost
New Netherlands,operator,Dutch West India Company
New Amsterdam,location,island of Manhattan
New Amsterdam,role,headquarters of Dutch operations
Fort Orange,location,present-day Albany
Fort Orange,namesake,royal Dutch House of Orange-Nassau
Dutch West India Company,colonizer of,Aruba
Dutch West India Company,colonizer of,Bonaire
Dutch West India Company,colonizer of,Curaçao
Dutch West India Company,colonizer of,St. Martin
Dutch West India Company,colonizer of,St. Eustatius
Dutch West India Company,colonizer of,Saba
Amsterdam,role in seventeenth century,trade hub for all the Atlantic World
encomiendas,definition,legal rights to native labor
encomiendas,granted by,Spain
encomiendas,granted to,conquistadors who could prove their service to the crown
Tlaxcalan,recipient of,encomiendas
Malintzin,description,Nahua woman who helped Cortés defeat the Mexica
Malintzin,recipient of,encomienda
Bartolomé de Las Casas,occupation,Dominican friar
Bartolomé de Las Casas,early role in Americas,enslaver of Native people
Bartolomé de Las Casas,early role in Americas,recipient of an encomienda
Bartolomé de Las Casas,action in 1515,released his enslaved natives
Bartolomé de Las Casas,action in 1515,gave up his encomienda
Bartolomé de Las Casas,advocacy role,advocate for humane treatment of native peoples
Bartolomé de Las Casas,lobbied for,New Laws
New Laws,purpose,eliminate slavery and the encomienda system
Black Legend,definition,idea that the Spanish were bloodthirsty conquerors with no regard for human life
Bartolomé de Las Casas,author of,A Short Account of the Destruction of the Indies
A Short Account of the Destruction of the Indies,year written,1542
A Short Account of the Destruction of the Indies,year published,1552
A Short Account of the Destruction of the Indies,intended recipient,Prince Philip II of Spain
Elmina Castle,location,Ghana
Elmina Castle,purpose,holding pen for enslaved people brought from Africa's interior
Portuguese,role in slave trade,led the way in the evolving transport of captive enslaved people across the Atlantic
sugarcane,description,primary export in South America and the Caribbean
mercantilism,time period of influence,1500s to the late 1700s
mercantilism,core belief,"only a limited amount of wealth, as measured in gold and silver bullion, existed in the world"
Potosí,location,South America
Potosí,natural resource,rich veins of silver ore
Potosí,description in sixteenth century,boom town
commodification,definition,process of turning items used for ritual purposes into commodities with monetary value
chicha,definition,corn beer
chicha,original use by Inca people,ritual purposes only
Columbian Exchange,definition,two-way exchanges between the Americas and Europe/Africa
sugar,economic importance comparison,same economic importance as oil does today
Columbus,action in 1493,brought sugar to Hispaniola
tobacco,original growers,Native peoples
tobacco,original purposes,medicinal and ritual purposes
tobacco,year of becoming global commodity,1590s
chocolate,made from,cacao seeds
chocolate,use by Aztec in Mesoamerica,currency
xocolatl,definition,chocolate drink
xocolatl,ingredients,"chili peppers, vanilla, and a spice called achiote"
chocolate,active ingredient,theobromine
theobromine,type of substance,stimulant
Christopher Columbus,action on second voyage,"brought pigs, horses, cows, and chickens to the islands of the Caribbean"
Manifest Destiny,proponent of term,John O'Sullivan
United States,period of westward expansion,1800s
O'Sullivan's Manifest Destiny concept,alignment with,economic and political goals of federal government
Oregon Trail,length,two thousand miles
Oregon Trail,period of height of migration,1845-1870
Oregon Trail,number of settlers who followed,"over 400,000"
Oregon Trail,starting point,Missouri
Homestead Act,year of passage,1862
Pacific Railway Act,year of passage,1862
Homestead Act,intended beneficiary,any head of household or individual over age twenty-one including unmarried women
Homestead Act,land parcel size,160 acres
Homestead Act,improvement period requirement,five years
Homestead Act,total public domain land transferred,over 270 million acres
Union Pacific Railroad,construction direction,"west from Omaha, Nebraska"
Central Pacific Railroad,construction direction,"east from Sacramento, California"
Union Pacific Railroad,connecting point with Central Pacific Railroad,"Promontory, Utah"
First transcontinental railroad,year of completion,1869
First transcontinental railroad,location of completion,"Promontory, Utah"
Fort Laramie,location,Wyoming
Fort Laramie,year built,1834
Fort Apache,location,Arizona
Fort Apache,year built,1870
Scandinavian population in United States,number in 1850,"barely 18,000"
Scandinavian population in United States,number in 1900,over 1.1 million
German-born population in United States,number in 1850,"584,000"
German-born population in United States,number in 1900,nearly 2.7 million
Irish-born population in United States,number in 1850,"961,000"
Irish-born population in United States,number in 1900,1.6 million
Minnesota,foreign-born population percentage as of 1900,over one-third
Wisconsin,foreign-born population percentage as of 1900,over one-third
North Dakota,immigrant population percentage at turn of century,45 percent
Chinese immigration to California,number between 1876 and 1890,"more than 200,000"
Exodusters,number arrived in Kansas in 1879-1880,over twenty-five thousand
Black people living west of Mississippi River,number by 1890,"over 500,000"
Black migrants who became cowboys during Texas cattle drives,approximate number,twelve thousand
Buffalo Soldiers,description,first peacetime all-Black regiments in U.S. Army
Buffalo Soldiers,organization,six all-Black cavalry and infantry units
Treaty of Guadalupe Hidalgo,year signed,1848
Treaty of Guadalupe Hidalgo,purpose,ended war between United States and Mexico
U.S.-Mexico War,years,1846-1848
Treaty of Guadalupe Hidalgo,rights granted to Mexicans who stayed,"language, religion, culture, and property"
Newlands Reclamation Act,year of passage,1902
Newlands Reclamation Act,purpose,set aside funds from sale of public lands to build dams for irrigation
Little House series books,original publication period,1930s and 1940s
Little House on the Prairie television show,duration,over a decade
Little House series,author,Laura Ingalls Wilder
Little House in the Big Woods,year of publication,1932
Little House on the Prairie (book),year of publication,three years after Little House in the Big Woods
John Deere,product sold,steel-faced plow
John Deere steel-faced plow,year of sale,as early as 1838
James Oliver,improvement to plow,late 1860s
James Oliver,product,chilled plow
Bonanza farms,type of,large commercial farms
Bonanza farms,location in,Minnesota
Bonanza farms,location in,North Dakota
Bonanza farms,location in,South Dakota
Bonanza farms,size of,in excess of twenty thousand acres each
Bonanza farms,crop grown,wheat
Pioneer women,daily hours devoted to household chores,nine hours per day
Pioneer women,daily hours devoted to farm chores,two additional hours per day
Household chores of pioneer women,includes,"cleaning, sewing, laundering, and preparing food"
Farm chores of pioneer women,includes,"cleaning the barn and chicken coop, milking the cows, caring for the chickens, and tending the family garden"
Pacific Northwest states,first to grant,women's rights including the right to vote
Upper Midwest states,first to grant,women's rights including the right to vote
Mary Carpenter,author of,letter to Aunt Martha from Minnesota homestead in 1873
California Gold Rush,discovery location,"Sutter's Mill in Coloma, California"
Henry T. P. Comstock,occupation,Canadian-born fur trapper
Henry T. P. Comstock,discoverer of,first significant silver discovery in the United States in 1859
Comstock Lode,location in,Nevada
Comstock Lode,yield within twenty years,more than $300 million
Comstock Lode,depth of shafts,hundreds of feet into the mountain
Mining in Arizona,mineral yielded,copper
Mining in Montana,mineral yielded,copper
"Denver, Colorado",type of,permanent settlement city for mining ventures
Nevada,year of admission to the Union,1864
Colorado,year of admission to the Union,1876
North Dakota,year of admission to the Union,1889
South Dakota,year of admission to the Union,1889
Montana,year of admission to the Union,1889
Washington,year of admission to the Union,1889
Idaho,year of admission to the Union,1890
Wyoming,year of admission to the Union,1890
Wild longhorn cattle,population at end of Civil War,as many as five million
Wild longhorn cattle,location,along the Texas frontier
Chisholm Trail,terminus cities,"Abilene, Wichita, and Dodge City, Kansas"
Chisholm Trail,origin,Texas
Joseph G. McCoy,birthplace,Illinois
Joseph G. McCoy,builder of,"stockyards, hotels, banks in Abilene"
Abilene,built by,Joseph G. McCoy
Cowboys between 1865 and 1885,total number,as many as forty thousand
Cowboys between 1865 and 1885,demographic location,Great Plains
Cowboys between 1865 and 1885,gender,all men
Cowboys between 1865 and 1885,typical age,in their twenties
Cowboys between 1865 and 1885,ethnic composition,close to one-third Hispanic or African American
Cowboy culture elements,origin from,Mexican ranchers
Cowboy culture elements,includes,"saddles, lassos, chaps, and lariats"
Barbed wire,year of invention,1873
Barbed wire,inventor,Joseph Glidden
Barbed wire,nickname by Native Americans,devil's rope
"Bodie, California",type of,mining town
"Bodie, California",murder count between 1877 and 1883,twenty-nine
"Bodie, California",murder convictions,only one person
John Wesley Hardin,alleged kill count,over twenty men in Texas
Fence Cutting War,location,"Clay County, Texas"
Fence Cutting War,years,1883-1884
Fence Cutting War,death toll,three deaths
Johnson County confrontation,location,"Johnson County, Wyoming"
Johnson County confrontation,years,1891-1892
Johnson County confrontation,number of hired invaders,twenty-two from Texas
Johnson County confrontation,victims killed,two rustlers
Comstock Lode region of Nevada in 1860,female population,reportedly only thirty women
Comstock Lode region of Nevada in 1860,male population,twenty-five hundred men
Female teachers in the West,total number,no more than six hundred
Comstock Law,year passed,1873
Comstock Law,named after,Anthony Comstock
Comstock Law,purpose,to ban the spread of lewd and lascivious literature through the mail
Page Act,year passed,1875
Page Act,purpose,to prohibit the transportation of women into the United States for employment as prostitutes
Cole Porter,author of song,Don't Fence Me In
Don't Fence Me In,based on poem by,Bob Fletcher
Bob Fletcher,occupation,Montana poet
Dakota War,also known as,War of 1862
Dakota War,year of occurrence,1862
Dakota War,location of,Minnesota
Dakota War,participant combatants,Dakotas in Minnesota
Dakota War,participant combatants,White settlers
Dakota War,number of White casualties,over one thousand
Dakota War,number of Sioux captured,four hundred
Dakota War,number initially sentenced to death,303
President Abraham Lincoln,action in Dakota War,releasing all but thirty-eight of the sentenced men
Dakota War,number of Dakota men executed,thirty-eight
Dakota War,description of execution,largest mass execution in the country's history
Sand Creek Massacre,location of,"near Sand Creek, Colorado"
Sand Creek Massacre,military leader,Colonel John Chivington
Sand Creek Massacre,Cheyenne leader present,Black Kettle
Black Kettle,prior action at Sand Creek,negotiated a peaceful settlement
Sand Creek Massacre,flags present at camp,American flag and white flag of surrender
Sand Creek Massacre,number of people murdered,close to one hundred
Sand Creek Massacre,composition of victims,majority women and children
Colonel John Chivington,collection from Sand Creek,nearly one hundred Native American scalps
Second Treaty of Fort Laramie,purpose,moved the remaining Lakota people to the Black Hills in the Dakota Territory
Treaty of Medicine Lodge Creek,tribes relocated,"Cheyenne, Arapaho, Kiowa, and Comanche people"
Treaty of Medicine Lodge Creek,relocation destination,"Indian Territory, later to become the State of Oklahoma"
Black Hills,discovery,gold
Black Hills,number of White prospectors by middle of 1875,thousands
U.S. government,offer to Lakota for Black Hills,lease or pay $6 million
Battle of Little Bighorn,year of occurrence,1876
Battle of Little Bighorn,specific date,"June 25, 1876"
Battle of Little Bighorn,location,Little Bighorn River
Battle of Little Bighorn,Hunkpapa Lakota chief,Sitting Bull
Sitting Bull,role in Battle of Little Bighorn,urged Native Americans from all neighboring tribes to join his men in defense of their lands
Battle of Little Bighorn,U.S. Army unit,Seventh Cavalry
Battle of Little Bighorn,U.S. military leader,Colonel George Custer
Battle of Little Bighorn,participating tribes,"Lakotas, Cheyennes, and Arapahos"
Battle of Little Bighorn,number of Native American warriors,nearly three thousand
Battle of Little Bighorn,number of U.S. troops killed,Custer and 262 of his men and support units
Battle of Little Bighorn,description,single greatest loss of U.S. troops to a Native American force in the era of westward expansion
Sitting Bull,place of refuge after Little Bighorn,Canada
Sitting Bull,year of return to United States,1881
Sitting Bull,subsequent employment,worked in Buffalo Bill's Wild West show
Chief Joseph,tribal affiliation,chief of the Nez Perce tribe
Chief Joseph,Native name,Thunder Traveling to the Loftier Mountain Heights
Chief Joseph,attempted destination,Canada
Chief Joseph's retreat,distance covered,over fifteen hundred miles
Chief Joseph's retreat,distance from Canadian border when caught,fifty miles
Chief Joseph's retreat,year of capture,1877
Wounded Knee Massacre,year of occurrence,1890
Wounded Knee Massacre,location,South Dakota
Wounded Knee Massacre,U.S. military unit,7th Cavalry
Wounded Knee Massacre,Lakota leader of fleeing group,Bigfoot
Wounded Knee Massacre,specific date,"December 29, 1890"
Wounded Knee Massacre,number of Native Americans killed,"between 150 and 300 men, women, and children"
Wounded Knee Massacre,number of U.S. troops killed,twenty-five fatalities
Wounded Knee Massacre,Congressional Medal of Honor recipients,twenty soldiers
Captain Edward Godfrey,military affiliation,Seventh Cavalry
General Philip Sheridan,position appointment,appointed in 1867 to pacify the Plains Indians
Carlisle Indian School,type of institution,boarding school
Carlisle Indian School,purpose,assimilate Native American boys and girls and provide vocational training for males and domestic science classes for females
Dawes Severalty Act,year of passage,1887
Dawes Severalty Act,named after,a reformer and senator from Massachusetts
Dawes Severalty Act,land grant to head of family,160 acres of farmland or 320 acres of grazing land
Dawes Severalty Act,federal trust period,twenty-five years
Dawes Severalty Act,amount of Native American land sold to White settlers,as much as eighty million acres
formal citizenship to all Native Americans,year granted,1924
Chinese immigrants in United States,number by end of 1849,barely 650
Chinese immigrants in United States,number by 1852,"over 25,000"
Chinese immigrants in United States,number by 1880,"over 300,000"
Chinese immigrants in United States by 1880,primary location,most in California
Chinese population in U.S. in 1890,percentage female,less than 5 percent
Chinese immigrants,legal prohibition since 1790,obtaining U.S. citizenship through naturalization
Chinese Exclusion Act,year of passage,1882
Chinese Exclusion Act,initial prohibition period,ten-year period
Chinese Exclusion Act,year of repeal,1943
California constitution of 1879,restrictions on naturalized Chinese citizens,denied the right to vote or hold state employment
"Rock Springs, Wyoming riot",year of occurrence,1885
"Rock Springs, Wyoming riot",number of Chinese immigrants murdered,over two dozen
First transcontinental railroad,builders included,Chinese immigrants
Indian Removal Act,year of passage,1830
Trail of Tears,years of occurrence,between 1831 and 1838
Trail of Tears,tribes relocated,"nearly fifty thousand Cherokee, Seminole, Choctaw, Chickasaw, and Creek people"
Trail of Tears,relocation destination,what is now Oklahoma
First Treaty of Fort Laramie,year of agreement,1851
First Treaty of Fort Laramie,annual payments to tribes,"$50,000"
First Treaty of Fort Laramie,original guarantee period,fifty years
First Treaty of Fort Laramie,revised guarantee period,ten years
Great Plains tribes,population on eve of westward expansion,"as many as 250,000 Native Americans"
Treaty of Guadalupe Hidalgo,year of conclusion,1848
Treaty of Guadalupe Hidalgo,ended,Mexican-American War
Treaty of Guadalupe Hidalgo,promised U.S. citizenship to,approximately seventy-five thousand Hispanics living in the American Southwest
New Mexico,population before Mexican-American War,nearly fifty thousand Mexicans
Californios,type of landowners in,American Southwest
las Gorras Blancas (the White Caps),year of formation,1889-1890
las Gorras Blancas (the White Caps),location of activity,New Mexico
las Gorras Blancas (the White Caps),ethnicity of members,Mexican Americans
Sunday Laws,prohibited activities including,"bullfights, cockfights, and other cultural gatherings common to Hispanic communities"
Greaser Laws,permitted imprisonment of,unemployed Mexican American on charges of vagrancy
Hispanic Americans in California and the Southwest,subject to discrimination by,mining companies and cattle barons
Chinese workers,subject to discrimination by,mining companies and cattle barons
Americanization,definition,"the policy aimed at assimilating Native Americans into a middle class, Protestant version of the American way of life through boarding schools for Native American children and land allotment for Native American households"
bonanza farms,definition,large farms owned by speculators who hired laborers to work the land
California Gold Rush,time period,between 1848 and 1849
Comstock Lode,discovered by,Henry T. P. Comstock
Comstock Lode,year of discovery,1859
Comstock Lode,location of discovery,Nevada
Comstock Lode,type of mineral find,first significant silver find in the country
exodusters,definition,a term used to describe African Americans who moved to Kansas from the Old South to escape the racism there
Fence Cutting War,location of occurrence,"Clay County, Texas"
Fence Cutting War,time period,between 1883 and 1884
las Gorras Blancas,definition,"the Spanish name for White Caps, the rebel group of Hispanic Americans who fought back against the appropriation of Hispanic land by White people"
Manifest Destiny,coined by,journalist John O'Sullivan
Sand Creek Massacre,led by,Colonel Chivington
Sand Creek Massacre,targeted peoples,Cheyenne and Arapaho
Sand Creek Massacre,location of occurrence,Colorado
Sand Creek Massacre,number of casualties,"over one hundred men, women, and children"
sod house,definition,a frontier home constructed of dirt held together by thick-rooted prairie grass that was prevalent in the Midwest
Wounded Knee Massacre,location of occurrence,"near Wounded Knee, South Dakota"
Wounded Knee Massacre,involved military unit,Seventh Cavalry of the U.S. Army
Wounded Knee Massacre,number of casualties,over 150 Lakota
Chicago World's Fair,year of opening,1893
Chicago World's Fair,official name,World's Columbian Exposition
Chicago World's Fair,commemorated,four hundredth anniversary of Columbus's journey to America
The Electrical Building,year of construction,1892
The Electrical Building,constructed for,World's Columbian Exposition
The Electrical Building,included displays from,General Electric and Westinghouse
President Cleveland,action at Chicago World's Fair opening,pressed a button to start the machinery
John D. Rockefeller,founder of,Standard Oil
John D. Rockefeller,year of founding Standard Oil,1870
Andrew Carnegie,founder of,Carnegie Steel
Andrew Carnegie,year of founding Carnegie Steel,1873
Panic of 1873,year of occurrence,1873
Panic of 1873,triggered,extended depression
Alexander Graham Bell,inventor of,the telephone
Alexander Graham Bell,year of telephone patent,1876
Great Railroad Strike,year of occurrence,1877
Great Railroad Strike,duration,forty-five days
Thomas Edison,inventor of,much improved electric lamp
Thomas Edison,year of electric lamp invention,1879
Haymarket Square labor rally,year of occurrence,1886
American Federation of Labor,year of founding,1886
Homestead Steel Strike,year of occurrence,1892
U.S. Patent Office,total patents issued by 1860,"60,000"
U.S. Patent Office,patents recorded in first decade (1790s),276
United States,number of patents issued between 1860 and 1890,"nearly 450,000"
United States,number of patents issued in last decade of 19th century,"235,000"
As of 1880,proportion of Americans living and working on farms,one-half
As of 1880,proportion of Americans employed in factories,fewer than one in seven
1880 to 1920,increase in number of industrial workers,2.5 million to over 10 million
1880 to 1920,proportion of urban population,doubled to one-half of country's total population
Typewriter,year of invention,1867
Cash register,year of invention,1879
Adding machine,year of invention,1885
Bessemer process,named for,English inventor Henry Bessemer
United States,steel production in 1860,thirteen thousand tons
United States,steel production by 1879,over one million tons per year
United States,steel production by 1900,ten million tons
United States,steel production ten years after 1900,over twenty-four million tons annually
United States,position as steel producer by 1910,top steel producer in the world
Steel industry,role in American economy,cornerstone through end of World War II
First transatlantic cable lines,year laid,1858
First transatlantic cable lines,laid by,British and American crews
Western Union,control of U.S. telegraph lines,80 percent
Western Union,miles of telegraph routes operated,"nearly 200,000 miles"
Alexander Graham Bell,patented invention,telephone in 1876
Alexander Graham Bell,created company,National Bell Telephone Company
National Bell Telephone Company,transformed into,American Telephone and Telegraph Company
