Sujeto,Relación,Objeto
Negros sublevados,lugar de juicio,intendencia de Concepción
Capitán don Tomás de Figueroa,cargo militar,capitán español
Capitán don Tomás de Figueroa,participante en,expedición a Osorno
Capitán Amassa Delano,lugar de rescate de prisioneros ingleses,costas de Chile
Capitán Amassa Delano,lugar de rescate de prisioneros ingleses,costas de Perú
Capitán Amassa Delano,número de prisioneros ingleses rescatados,más de ciento cincuenta
Corsario Vulture,comandante,capitán Tomás Folger
Capitán Tomás Folger,origen nacional,norteamericano
Corsario Vulture,lugar de envío de buque capturado,isla de Santa Elena
Negros sublevados,fecha de sentencia,2 de marzo
Negros sublevados,lugar de confirmación de sentencia,real audiencia de Santiago
Negros sublevados,fecha de confirmación de sentencia,21 de marzo
Negros sublevados,lugar de ejecución,Concepción
Don Benjamín Vicuña Mackenna,autor de,capítulo en tomo de Historia de Valparaíso
Corsario Anfeloje,lugar de ataque,Coquimbo
Corsario Anfeloje,autor de daños en,edificios del puerto de Coquimbo
Corsario Anfeloje,autor de daños en,iglesia de la villa de Coquimbo
Corsario Anfeloje,destino final,capturado por corsario español del Callao
Prisioneros ingleses del Anfeloje,lugar de residencia,Chile en 1808
Junta directiva del consulado de Santiago,financiador de,nave de vigilancia en canal de Juan Fernández
Junta directiva del consulado de Santiago,envío de expreso a,Lima
Reino de Chile,contribución en donativos 1793-1806,cerca de 128000 pesos
Tribunal del consulado,contribución monetaria,50000 pesos
Reino de Chile,donativo año 1793,15733 pesos
Reino de Chile,donativo año 1794,32176 pesos
Reino de Chile,donativo año 1795,16409 pesos
Reino de Chile,donativo año 1796,24639 pesos
Reino de Chile,donativo año 1797,2976 pesos
Reino de Chile,donativo año 1798,2968 pesos
Reino de Chile,donativo año 1799,5626 pesos
Reino de Chile,donativo año 1800,10756 pesos
Reino de Chile,donativo año 1801,15832 pesos
Reino de Chile,donativo año 1802,468 pesos
Real decreto sobre diezmos,fecha de emisión,28 de noviembre de 1804
Real decreto sobre diezmos,fecha de comunicación a gobernadores de Indias,26 de diciembre de 1804
Cédula sobre enajenación de bienes de obras pías,fecha de emisión,26 de diciembre de 1804
Impuesto sobre mayorazgos y obras pías,porcentaje establecido,quince por ciento
cédula real sobre venta de bienes raíces y redención de censos,forma de publicación en,Santiago
cédula real sobre venta de bienes raíces y redención de censos,reacción producida,terror
redencion de censos,consecuencia de,traslado a España de capitales considerables
cabildo de Santiago,autor de,representación al rey sobre redención de censos
reino de Chile,característica de suelo,extraordinariamente feraz
reino de Chile,recurso natural,frutos naturales
reino de Chile,recurso natural,producciones minerales
real orden de 26 de diciembre de 1806,tema de,venta de bienes raíces y redención de censos
real orden de 23 de febrero de 1806,fecha de expedición,5 de junio de 1805
real orden de 23 de febrero de 1806,lugar de expedición,Madrid
real orden de 23 de febrero de 1806,contenido,empréstitos de dinero a la corona
real orden de 23 de febrero de 1806,plazo de devolución,un año
junta de gobierno del consulado,poseedor de,capital regular
junta de gobierno del consulado,constructor de,casa para sus oficinas
junta de gobierno del consulado,pagador de subvención a,academia de San Luis
junta de gobierno del consulado,pagador de subvención a,hospicio de pobres de Santiago
junta de gobierno del consulado,pagador de subvención a,oficina hidrográfica de Madrid
junta de gobierno del consulado,ofrecimiento de donativo,mil pesos
consulado,fecha de donativo aprobado por gobierno de Madrid,2 de diciembre de 1807
Francisco Miranda,lugar de origen,Caracas
Francisco Miranda,cargo en Francia,jeneral de los ejércitos de la república
escuadra inglesa,fecha de toma de,enero de 1806
escuadra inglesa,lugar conquistado,colonia holandesa del Cabo de Buena Esperanza
Sir Home Popham,cargo de,comandante de la escuadra inglesa
Buenos Aires,fecha de ocupación por ingleses,27 de junio
Sir Ralph Abercromby,cargo de,comandante en jefe de las fuerzas británicas en las Antillas
brigadier general Craufurd,cargo en expedición a Chile,mando de fuerzas navales y terrestres
expedición inglesa a Chile,cantidad de soldados,"poco más de 4,000"
almirante Murray,cargo de,mando de las fuerzas de mar en expedición a Chile
general Craufurd,objetivo militar asignado,ocupación de puertos y fortalezas de costa de Chile
general Craufurd,objetivo militar asignado,reducción completa de la provincia de Chile
general Craufurd,prohibición de ataque a,Perú
Santiago Liniers,oficial de,Francia al servicio de España
Santiago Liniers,recuperador de,Buenos Aires
Samuel Auchmuty,rango militar de,Brigadier General
William Windham,cargo de,Secretario de la Guerra de Inglaterra
William Windham,firmante de instrucciones,30 de octubre de 1806
Luis Muñoz de Guzmán,cargo de,Presidente y Gobernador de Chile
Reino de Chile,cantidad de puertos provistos,cuatro
Reino de Chile,cantidad de tropas veteranas,1976 hombres
Reino de Chile,cantidad de milicianos según estados,15856 hombres
Intendencia de Santiago,cantidad de milicianos,5293
Intendencia de Concepción,cantidad de milicianos,10563
Colegio de San Pablo,propietario anterior,Jesuitas
Campamento Las Lomas,distancia de,una legua y media al oeste de Santiago
Luis Martínez de Mata,rango militar de,Capitán
Luis Martínez de Mata,encargado de,construcción de casa para tienda de campaña del gobernador en campamento
Miguel María de Atero,rango militar de,Capitán de Ingenieros
Miguel María de Atero,director de,trabajos de construcción del campamento Las Lomas
Obras del campamento Las Lomas,costo de,9376 pesos
Tomás O'Higgins,rango militar de,Capitán de Asamblea
Tomás O'Higgins,nacionalidad de origen,Irlandés
Tomás O'Higgins,edad en el momento descrito,34 años
Tomás O'Higgins,años de servicio militar,17 años
Tomás O'Higgins,inicio de carrera militar,1790
Tomás O'Higgins,regimiento de inicio,Regimiento de Irlanda
Tomás O'Higgins,lugar de servicio inicial,Plaza de Ceuta
Tomás O'Higgins,año de llegada a Chile,1795
Ambrosio O'Higgins,parentesco con,Tomás O'Higgins (tío)
Ambrosio O'Higgins,cargo de,Gobernador de Chile
Ambrosio O'Higgins,cargo posterior,Virrey del Perú
Tomás O'Higgins,cargo desempeñado,Gobernador de Juan Fernández
Tomás O'Higgins,cargo en Santiago,Oficial instructor de la Asamblea de Santiago
Teniente General Whitelocke,cantidad de soldados comandados en ataque,10000 hombres
Buenos Aires en defensa de julio 1807,cantidad de defensores,7000 hombres
Batalla de Buenos Aires,fecha de ocurrencia,5 y 6 de julio de 1807
Teniente General Whitelocke,resultado de batalla,derrotado
Santiago Liniers,comunicador de noticia,triunfo de Buenos Aires
Luisa Esterripa,relación con,Luis Muñoz de Guzmán (esposa)
Luisa Esterripa,promotora de,suscripción para huérfanos y viudas de muertos en defensa de Buenos Aires
Suscripción de señoras de Chile,monto recaudado,9495 pesos
Suscripción del Cabildo de Santiago,monto recaudado,3134 pesos
Suscripción del Cabildo de Santiago,promotor,Cabildo de Santiago
Suscripción del Cabildo de Santiago,destinatario,huérfanos y viudas de muertos en defensa de Buenos Aires
Antonio Girtins,promotor de,fiesta celebratoria del triunfo de Buenos Aires
Joaquín Fernández Leiva,promotor de,fiesta celebratoria del triunfo de Buenos Aires
Pablo Casanova,promotor de,fiesta celebratoria del triunfo de Buenos Aires
José María de Rozas,promotor de,fiesta celebratoria del triunfo de Buenos Aires
Milicias de Santiago,lugar de ejercicios diarios,Santiago
Milicias de Santiago,horario de ejercicios matutinos,desde la madrugada hasta las ocho de la mañana
Milicias de Santiago,horario de ejercicios vespertinos,desde las cuatro de la tarde hasta la puesta del sol
Campamento Las Lomas,fecha de disposición de formación,15 de marzo de 1807
Campamento Las Lomas,duración de ejercicios,cuatro meses
Luis Muñoz de Guzmán,asistencia a,campamento Las Lomas
Francisco Antonio Pinto,cargo en época descrita,Ayudante de Caballería de las Milicias de Santiago
Bernardo O'Higgins,cargo de,sarjento mayor
Domingo Díaz Muñoz,cargo de,coronel
Juan de Dios Pinal,cargo de,sarjento mayor de plaza
Campamento de Las Lomas,fecha de disolución,enero de 1808
Batalla del Lazo,fecha de ocurrencia,20 de setiembre de 1807
Batalla del Lazo,participante,columna de 307 infantes
Batalla del Lazo,participante,dos compañías de dragones de la frontera
Batalla del Lazo,participante,algunas compañías de caballería
Canto entusiástico en honor y loas de los forzudos mancebos del Lazo,tema de,Batalla del Lazo del 20 de setiembre de 1807
Canto entusiástico en honor y loas de los forzudos mancebos del Lazo,tipo de obra,composición poética en octavas
Manuel Julian Grajales,categoría de,personaje notable (1797-1808)
José de Rezabal Ugarte,categoría de,personaje notable (1797-1808)
Manuel de Salas,categoría de,personaje notable (1797-1808)
Joaquín del Pino,categoría de,personaje notable (1797-1808)
Josef de Santiago Concha,categoría de,personaje notable (1797-1808)
José Manual de Moraleda,categoría de,personaje notable (1797-1808)
Tomás de Figueroa,categoría de,personaje notable (1797-1808)
Presidente Muñoz de Guzmán,fecha de disolución del campamento,primeros días de enero de 1808
Lord Castlereagh,fecha de memoria/informe,1 de mayo de 1807
Lord Castlereagh,tema de correspondencia,proyecto de conquista en el Río de la Plata
Muñoz de Guzmán,cargo de,presidente
Pedro Díaz Valdés,cargo de,asesor letrado de la presidencia
Antonio Girfias,cargo de,escribano mayor de gobierno
Antonio Girfias,cargo de,asesor sustituto de la presidencia
Los oprimidos chilenos,tipo de documento,representación enviada al rey
Los oprimidos chilenos,fecha de envío,setiembre de 1808
Los oprimidos chilenos,destinatario,el rey por el órgano del consejo de Indias
Muñoz de Guzmán,fecha de nota al rey,julio de 1807
Muñoz de Guzmán,fecha de repetición de defensa,12 de agosto de 1807
Nicolás Matorras,cargo de,regidor del cabildo de Santiago
Nicolás Matorras,rol en,propagación de la vacuna
Francisco Antonio Pérez y Salas,cargo de,regidor del cabildo de Santiago
Joaquín Rodriguez Zorrilla,cargo de,regidor del cabildo de Santiago
Joaquín Rodriguez Zorrilla,ocupación,abogado
Joaquín Rodriguez Zorrilla,cargo de,procurador de ciudad
Carlos Correa,ocupación,abogado
Antonio Girfias,fecha de confirmación como asesor sustituto,28 de julio de 1808
Antonio Girfias,fecha de suspensión del cargo,15 de diciembre de 1808
Francisco García Carrasco,cargo de,brigadier
José Santiago Rodriguez Zorrilla,cargo de,provisor de la diócesis de Santiago
José Santiago Rodriguez Zorrilla,hermano de,Joaquín Rodriguez Zorrilla
Cabildo de Santiago,miembro,Nicolás Matorras
Cabildo de Santiago,miembro,Francisco Antonio Pérez y Salas
Cabildo de Santiago,miembro,Joaquín Rodriguez Zorrilla
Ambrosio O'Higgins,cargo de,Gobernador de Chile
Ambrosio O'Higgins,emisor de auto del 21 de febrero,supresión de encomiendas y servicio personal
Auto del 21 de febrero,lugar de emisión,Serena
Carlos IV,monarca de,España
Carlos IV,emisor de cédula real del 3 de abril de 1791,aprobación de reforma de encomiendas
Carlos IV,emisor de cédula real del 10 de junio de 1791,supresión de encomiendas de particulares en Chile
Chalingue,tipo de,asiento de indios
Chalingue,ubicación cercana a,Illapel
Conchalí,tipo de,asiento de indios
Conchalí,ubicación en,Quillota
Pomaire,tipo de,asiento de indios
Pomaire,ubicación en,Melipilla
Fragata Columbia,comandante,Capitán John Kendrick
Fragata Columbia,fecha de arribo a Juan Fernández,24 de mayo de 1788
Blas González,cargo de,Gobernador de Juan Fernández
Teodoro de Croix,cargo de,Virrey del Perú
Juan Miguel de Castañeda,ocupación,comerciante en el Callao
Navio San Pablo,propietario armador,Juan Miguel de Castañeda
Navio San Pablo,propósito,buque armado en guerra para reconocimiento
Navio San Pablo,fecha de llegada a Juan Fernández,12 de octubre
Ambrosio O'Higgins,autor de carta del 3 de abril de 1789,carta al Rey sobre encomiendas
Ambrosio O'Higgins,autor de carta del 13 de agosto de 1789,carta al Rey sobre indios
Cédula real del 3 de abril de 1791,contenido,aprobación de supresión de encomiendas en Chile
Cédula real del 10 de junio de 1791,contenido,supresión perpetua de encomiendas de particulares en Chile
Estados Unidos,origen de expediciones comerciales,comercio clandestino en colonias españolas
Carlos III,promotor de,franquicias comerciales para colonias
Benjamin Vicuña Mackenna,autor de,Historia de Valparaíso
Benjamin Vicuña Mackenna,autor de,Historia de la isla de Juan Fernández
Fragata norte-americana Margaret,puerto de salida,Baltimore
Fragata norte-americana Margaret,destino comercial,puertos del Pacífico
Fragata norte-americana Margaret,lugar de arribo,bahía de Talcahuano
Fragata norte-americana Margaret,fecha de arribo a Talcahuano,mediados de setiembre de 1807
Capitán Juan Luna,cargo militar,capitán
Fragata norte-americana Margaret,fecha de asalto,25 de setiembre de 1807
Capitán Procopio Pollock,cargo en la Margaret,capitán del buque
Capitán Procopio Pollock,monto recibido,"3,300 pesos"
Muñoz de Guzmán,fecha de fallecimiento,11 de febrero de 1808
Muñoz de Guzmán,lugar de sepultura,iglesia Catedral de Santiago
Muñoz de Guzmán,fecha de sepultura,dos días después del 11 de febrero de 1808
María Luisa Esterripa,relación familiar con,Muñoz de Guzmán
María Luisa Esterripa,cargo social,esposa de Muñoz de Guzmán
Reino de Chile,año de censo,1805
Obispado de Santiago,población en 1778,"259,646 habitantes"
Provincia de Cuyo,población aproximada en 1778,"60,000 habitantes"
Provincia de Cuyo,año de incorporación,1778
Provincia de Cuyo,incorporada a,virreinato de Buenos Aires
Agustín de Jáuregui,cargo,presidente de Chile
Agustín de Jáuregui,año del primer censo,1778
Ambrosio O'Higgins,cargo,gobernador de Chile
Obispado de Santiago,población en 1791,"203,732 habitantes"
Obispado de Concepción,población en 1791,"105,114 habitantes"
Reino de Chile,población total en 1791,"308,846 almas"
Manuel de Salas,estimación de población en 1796,cuatrocientas mil almas
Vicente Carvallo i Goyeneche,autor de,Descripción histórico-geográfica del reino de Chile
Obispado de Santiago,población según Carvallo en 1795,"2,379,546 habitantes"
Plaza de Valdivia,población en 1791,"1,879 habitantes"
Provincia de Chiloé,dependencia administrativa,virreinato del Perú
Provincia de Chiloé,dependencia eclesiástica,obispado de Concepción
Archipiélago de Chiloé,población en 1783,"23,447 habitantes"
Archipiélago de Chiloé,población de origen español en 1783,"11,985 habitantes"
González de Agüeros,autor de,Descripción historial de Chiloé
Territorio araucano,delimitación geográfica,entre los ríos Biobío y Toltén
Territorio araucano,población indígena en 1796,"95,504 indios"
Territorio araucano,fecha de censo,26 de noviembre de 1796
Alejandro de Humboldt,obra citada,Voyage équinoxiales 1799-1804
Partido de Santiago,población en 1808,64000 habitantes
Chile,población aproximada en 1808,medio millón de habitantes
Carlos III,rol de,soberano de España
Cabildo de Santiago,tipo de institución,institución gubernamental de Santiago
Ambrosio O'Higgins,cargo de,gobernador de Chile
Ambrosio O'Higgins,cargo posterior de,virrey del Perú
Marqués de Avilés,cargo de,presidente de Chile
Luis Muñoz de Guzmán,cargo de,presidente de Chile
Provincia de Santiago,límite geográfico,río Maule
Provincia de Concepción,límite geográfico,río Maule
Chile,división administrativa en,dos provincias
Intendencia de Santiago,plaza dependiente,Valparaíso
Intendencia de Concepción,plaza dependiente,Valdivia
Capitanía General de Chile,dependencia eliminada de,Virreinato del Perú
Casa de Borbón,tipo de,dinastía real española
Fernando VI,miembro de,Casa de Borbón
Carlos III,miembro de,Casa de Borbón
Real Audiencia,ubicación en,Santiago
Real Audiencia,tipo de institución,tribunal superior
Consejo de Indias,tipo de institución,consejo del gobierno español
Provincia de Santiago,número de partidos al inicio,doce partidos
Provincia de Concepción,número de partidos al inicio,siete partidos
Chile,número total de partidos en últimos días coloniales,veintidós partidos
Partido de Coquimbo,capital de,La Serena
Partido de Aconcagua,capital de,San Felipe
Partido de Colchagua,capital de,San Fernando
Partido de Curicó,capital de,San José de Buena Vista
Departamento de Santiago,formado del territorio de,Partido de Santiago
Departamento de la Victoria,formado del territorio de,Partido de Santiago
Capitán General de Chile,atribución de,presidir la Real Audiencia
Real orden de 15 de marzo de 1798,lugar de emisión,Aranjuez
Real orden de 15 de marzo de 1798,destinatario,Virrey del Perú
Chile,régimen político en época colonial,monarquía absoluta
Presidente Muñoz de Guzmán,tipo de vida social,vida con salones como centro de reunión de personas de buen tono
Marqués de Avilés,tipo de vida,vida modesta y retirada
Marqués de Avilés,actividad principal,ejercicios de devoción
Ambrosio O'Higgins,estado civil,celibatario
Ambrosio O'Higgins,modalidad de recepción,recepción dominical para audiencias
Presidente de Chile,lugar de residencia oficial,palacio presidencial en Santiago
Sala de audiencia del palacio presidencial,característica arquitectónica,friso de madera barnizada hasta ocho pies de altura
Sala de audiencia del palacio presidencial,elemento decorativo,retratos de presidentes de Chile desde la conquista
Sala de audiencia del palacio presidencial,mobiliario principal,sillón presidencial con dosel de damasco carmesí
Dosel del sillón presidencial,elemento decorativo,retratos de sus majestades católicas a derecha e izquierda
Presidente de Chile,asesor legal,asesor letrado
Intendente de Concepción,asesor legal,asesor letrado
Subdelegados,facultad judicial,jueces de causas de pequeña importancia
Muñoz de Guzmán,acción administrativa,nombramiento de asesor sustituto
Cédula real de 24 de agosto de 1799,contenido legal,supresión del juicio de residencia para muchos funcionarios
Juicio de residencia,funcionarios sometidos según cédula de 1799,"virreyes, gobernadores, intendentes y asesores letrados"
Real cédula de 6 de marzo de 1776,reforma administrativa,aumento del número de funcionarios de audiencias de Indias
Real cédula de 6 de marzo de 1776,creación de cargo,rejente en cada audiencia
Audiencia de Santiago de Chile,dotación según cédula de 1776,un rejente y un fiscal adicional
Rejente de la audiencia,función en ausencia del presidente,toma del mando de la capitanía general
Oidor decano,función subsidiaria,toma del mando en ausencia del rejente
Real orden de 23 de octubre de 1806,disposición sobre mando militar,militar de mayor graduación toma el mando en ausencia del presidente
Real orden de 23 de octubre de 1806,requisito de graduación,no inferior a coronel efectivo
Audiencia de Santiago,función consultiva,cuerpo consultor del presidente en asuntos de gobierno
Carlos III en 1776,política de rotación,traslado de oidores de Santiago por años de residencia
Cabildos de América colonial,forma de elección original,miembros salientes elegían a sus reemplazos
Cargos de regidores,modalidad de provisión posterior,venta en remate público con carácter vitalicio
Cabildos coloniales,cargos de elección,alcaldes ordinarios
Cabildos coloniales,número de regidores electivos,dos regidores por elección
Ordenanza de intendentes,disposición sobre alcaldes,turnos alternados cada año
Ordenanza de intendentes en Chile,período de vigencia del sistema de turnos,"1757 a 1770, trece años"
Real decreto de 12 de septiembre de 1799,reforma de Carlos IV,elección anual de alcaldes según práctica antigua
Gobernadores y audiencias coloniales,influencia electoral,intervención en elecciones de alcaldes pese a prohibición legal
Brigadier García Carrasco,práctica de gobierno,recepción de demandas verbales en la calle
Pedro de Valdivia en la conquista,primera acción fundacional,creación de cabildo al fundar ciudades
**Observación importante:** El fragmento presenta texto fragmentado, incompleto en varias secciones, con tablas parciales de datos financieros y referencias que no se desarrollan completamente. Muchas entidades se mencionan pero sus relaciones no están claramente establecidas en este fragmento específico.
Cabildo de Santiago,rol de,motor de obras en la ciudad
Cabildo de Santiago,función de,defensor ante contribuciones impuestas
Presidente Amat,cargo de,presidente
Presidente Amat,año de acción gubernamental,1755
Arquitecto Toesca,ocupación de,arquitecto
Arquitecto Toesca,obra diseñada,planos de la casa de moneda de Santiago
Arquitecto Toesca,lugar de traslado,Lima
Planos de la casa de moneda de Santiago,fecha de terminación,principios de 1751
Canal de Maipo,fecha de finalización de planos,agosto de 1758
Presidente Pino,cargo de,presidente
Presidente Pino,decisión administrativa sobre,envío de antecedentes del canal de Maipo a Madrid
Carlos III,cargo de,rey
Carlos III,rol en,mejora de la administración
Ambrosio O'Higgins,cargo de,presidente
Ambrosio O'Higgins,característica administrativa,activo y celoso
Juan de Oyarzábal,cargo de,contador mayor
Judas Tadeo Reyes,cargo de,secretario de capitanía general
Ramon Martinez de Rozas,cargo de,asesor de la presidencia
Juan Martinez de Rozas,cargo de,asesor de la intendencia de Concepción
Juan Martinez de Rozas,relación familiar con,Ramon Martinez de Rozas
Juan Martinez de Rozas,cargo bajo gobierno de,Aviles
Manuel de Salas,lugar de actuación,cabildo
Manuel de Salas,lugar de actuación,consulado
Manuel de Salas,actividad principal,propuesta de proyectos de reformas industriales
Manuel de Salas,característica personal,fe inalterable en el porvenir de su patria
Rentas del reino de Chile,monto en año,44003 pesos en 1684
Rentas del reino de Chile,monto en siglo,más de cien mil pesos en primeros años del siglo XVIII
Rentas del reino de Chile,suma de entradas en quinquenio 1773-1777,2535250 pesos
Rentas del reino de Chile,renta anual promedio 1773-1777,507050 pesos
Producto del tabaco,monto en quinquenio 1773-1777,182000 pesos
Producto del tabaco,fecha de implantación en Chile,veinte años antes de 1773
Tribunal del consulado,beneficiario,comercio
Tribunal del consulado,función,administración de justicia comercial más rápida
Junta de minería,función,simplificación de administración de justicia en minería
Real audiencia,función,revisión de medidas de la junta de real hacienda
Junta de real hacienda,presidida por,capitán general
Virrey del Perú,función,revisión de medidas tomadas por junta de real hacienda
Audiencia de Lima,función en 1755,objeción de medida de presidente Amat
Francisco de los Cobos,secretario de,Carlos V
Carlos I (España),monarca que concedió derecho de cobos a,Francisco de los Cobos
Carlos III,monarca que emitió real cédula de 1 de marzo de 1771,
Real cédula de 1 de marzo de 1771,emisor,Carlos III
Real cédula de 26 de marzo (consolidación),propósito,aumento de fondo de caja de consolidación
Gobernador de Chile (colonial),sueldo en 1788,no especificado en tabla
Asesor letrado del gobernador,sueldo,1500 pesos
Secretario del gobernador,sueldo,10000 pesos
Primer oficial del gobierno,sueldo,800 pesos
Segundo oficial del gobierno,sueldo,403 pesos
Escribano de gobierno,sueldo,1000 pesos
Muñoz de Guzmán,cargo,Gobernador de Chile
Gobernador bajo Muñoz de Guzmán,subordinados,ayudante de órdenes con 300 pesos
Real Audiencia de Chile,costo anual,39420 pesos
Rejente de Real Audiencia,sueldo,5560 pesos
Oidores de Real Audiencia (cuatro),sueldo individual,4800 pesos
Fiscal de Real Audiencia,sueldo,4890 pesos
Alguacil mayor de Real Audiencia,sueldo,4860 pesos
Ajentes fiscales de Real Audiencia (dos),sueldo conjunto,800 pesos
Capellán de Real Audiencia,sueldo,400 pesos
Porteros de Real Audiencia (dos),sueldo conjunto,400 pesos
Contaduría mayor o tribunal de cuentas,gasto ordinario anual,6000 pesos
Contador mayor,sueldo,4000 pesos
Tesorería de la real hacienda,costo anual,12277 pesos
Ministros tesoreros en Santiago (dos),sueldo individual,3000 pesos
Ministros tesoreros en Concepción (dos),sueldo individual,1500 pesos
Intendencia de Concepción,costo anual,5100 pesos
Intendente de Concepción,sueldo,4000 pesos
Asesor letrado de Intendencia Concepción,sueldo,500 pesos
Secretario y oficiales de Intendencia Concepción,gastos,600 pesos
Superintendente de casa de moneda,sueldo,3000 pesos
Contador de casa de moneda,sueldo,2500 pesos
Tesorero de casa de moneda,sueldo,2050 pesos
Ensayador de casa de moneda,sueldo,1000 pesos
Segundo ensayador de casa de moneda,sueldo,1000 pesos
Fiel de moneda,sueldo,1000 pesos
Fundidor de casa de moneda,sueldo,1000 pesos
Director de renta de tabacos,sueldo,4000 pesos
Contador de renta de tabacos,sueldo,2500 pesos
Tesorero de renta de tabacos,sueldo,2000 pesos
Administración de renta de tabacos,costo anual,49117 pesos
Estanquilleros o vendedores de tabaco,comisión,diez por ciento sobre valor de renta
Jefe de oficina de alcabalas,sueldo,3000 pesos
Gastos del reino de Chile en 1788,monto total,654278 pesos
Gastos ordinarios (dotación) en 1788,monto,532828 pesos
Gastos extraordinarios en 1788,monto,121450 pesos
"Gastos de gobierno civil, justicia y hacienda en 1788",monto,376340 pesos
Gastos militares en 1788,monto,277938 pesos
Carlos IV,período de reinado caracterizado por,relajación en prácticas de probidad
José Santiago Portales,cargo,ministro contador de real hacienda (1796)
José Santiago Portales,concesión recibida en 1797-1798,futura del empleo de superintendente de casa de moneda
José Santiago Portales,padre de,Diego Portales
José Santiago Portales,fecha de muerte,1836
José Santiago Portales,hecho histórico sufrido,deportación a Juan Fernández
Diego Portales,cargo,ministro de estado (1831-1837)
Diego Portales,hijo de,José Santiago Portales
Alonso de Ribera,origen profesional,soldado de guerras de Flándes
Alonso de Ribera,cargo,gobernador de Chile
Alonso de Ribera,reforma realizada,organización de ejército permanente en Chile (inicios siglo XVII)
Jose de Manso,cargo,virrei del Perú
Jose de Manso,reforma militar establecida,organización militar en Chile en 1753
Organización militar de 1753,número de plazas,1113 hombres
Jáuregui,cargo,presidente de Chile
Reforma militar de 1778,ejecutor,presidente Jáuregui
Reforma militar de 1778,número de plazas del ejército,1900 hombres
Ejército de Chile (1778),composición,dos batallones de infantería
Primer batallón de infantería,composición,ocho compañías
Primer batallón de infantería,número de plazas,700 hombres
Primer batallón de infantería,lugar de residencia,Concepción
Primer batallón de infantería,función,defender costa y fuertes de frontera
Segundo batallón de infantería,composición,seis compañías
Segundo batallón de infantería,número de plazas,500 hombres
Segundo batallón de infantería,lugar de establecimiento,Valdivia
Artilleros en Concepción,tipo de unidad,compañía fija
Artilleros en Concepción,número de hombres,50
Compañía de artilleros (segunda),número de hombres,60
Bernardo O'Higgins,cargo,director supremo de la república
Senado-consulto de 7 de agosto de 1821,contenido,prohibición de venta de oficios
Senado-consulto de 7 de agosto de 1821,promulgador,Bernardo O'Higgins
Rafael Valentín Valdivieso,cargo desempeñado,defensor de menores
Rafael Valentín Valdivieso,cargo posterior,arzobispo de Santiago
Rafael Valentín Valdivieso,forma de obtención del cargo,sucesión de su padre
Padre de Rafael Valentín Valdivieso,cargo desempeñado,defensor de menores
Estados militares de 1792,número de efectivos del ejército de Chile,1976 hombres
Dragones de frontera,ubicación en,provincia de Concepción
Dragones de frontera,número de hombres,500
Dragones de frontera,organización en,ocho compañías
Dragones de la reina,ubicación en,Santiago
Dragones de la reina,número de hombres,50
Dragones de la reina,organización en,una compañía
Dragones de frontera,tipo de uniforme,"casaca, capa, chupa y calzón azules, vuelta y vivo encarnados, botón dorado"
Dragones de la reina,tipo de uniforme,"casaca y calzón azules, chupa, vuelta, solapa y collarín encarnados, botón blanco"
Dragones,tipo de armamento,carabina y sable
Don Ambrosio O'Higgins,cargo de,comandante de dragones
Don Ambrosio O'Higgins,cargo de,jeneral en jefe del ejército
Intendente de Concepción,rango militar de,brigadier o coronel
Intendente de Concepción,sueldo anual de,"4,000 pesos"
Intendente de Concepción,mando sobre,fuerzas de la frontera
Gobernador de Valdivia,rango militar de,coronel de ejército o brigadier
Gobernador de Valdivia,sueldo anual de,"3,000 pesos"
Gobernador de Valparaiso,sueldo anual de,"3,000 pesos"
Gobernador de Juan Fernandez,mando sobre,destacamento de 50 soldados de infantería
Gobernador de Juan Fernandez,sueldo anual de,"1,200 pesos"
Don Joaquín de Alos,cargo de,gobernador de Valparaíso
Don Joaquín de Alos,inicio de cargo en,1796
Don Joaquín de Alos,cargo previo de,gobernador-intendente de la provincia del Paraguay
Don Joaquín de Alos,sueldo especial de,"6,000 pesos anuales"
Batallon de infantería de Concepción,tipo de uniforme,"casaca, chupa y calzón azules, collarín y vuelta encarnados, botón dorado"
Batallon de infantería de Valdivia,tipo de uniforme,"casaca y calzón azules, chupa, vuelta, solapa y collarín encarnados, botón blanco"
Compañías de artilleros,tipo de uniforme,"casaca y calzón azules, chupa, vuelta y collarín encarnados con galón de oro, botón de hilo de oro"
Soldado de infantería,sueldo mensual de,ocho pesos
Soldado de artillería,sueldo mensual de,diez pesos
Soldado de dragones,sueldo mensual de,doce pesos
Soldado de caballería,sueldo mensual de,dieciséis pesos
Capitán de artillería,sueldo mensual de,65 pesos
Capitán de caballería,sueldo mensual de,60 pesos
Capitán de infantería,sueldo mensual de,50 pesos
Teniente de artillería,sueldo mensual de,40 pesos
Teniente de caballería,sueldo mensual de,40 pesos
Teniente de infantería,sueldo mensual de,32 pesos
Subteniente de artillería,sueldo mensual de,32 pesos
Subteniente de caballería,sueldo mensual de,32 pesos
Subteniente de infantería,sueldo mensual de,25 pesos
Milicias de Chile,organización definitiva en,1777
Milicias de Chile,organización durante gobierno de,presidente Muregui
Milicias de Chile,número total de hombres,"cerca de 16,000 hombres"
Servicio en milicias,obligación desde edad de,quince años
Servicio en milicias,obligación hasta edad de,cuarenta y cinco años
Asamblea de caballería,ubicación en,Santiago
Asamblea de caballería,composición de,"dos sargentos mayores, dos ayudantes, doce tenientes, doce sargentos y veinticuatro cabos"
Obispo de Santiago,jurisdicción desde,desierto de Atacama
