Sujeto,Relación,Objeto
Luis Cabrera de Córdoba,autor de,Relaciones de las cosas sucedidas en la corte de España desde 1599 hasta 1614
Relaciones de las cosas sucedidas en la corte de España desde 1599 hasta 1614,fecha de primera publicación,1857
Matías Novoa,cargo,paje del Rey
Matías Novoa,posible autor de,Historia de Felipe III
Historia de Felipe III,parte de,Colección de documentos inéditos para la historia de España
Historia de Felipe III,tomos en la colección,60 y 61
Simón Contarini,cargo,embajador veneciano
don Francisco Coloma,comandante de,catorce galeones
García Ramón,fecha de carta al Cabildo de Santiago,19 de enero de 1601
García Ramón,lugar desde donde escribió carta,Concepción
Cabildo de Santiago,fecha de acta sobre petición de García Ramón,25 de enero de 1601
García Ramón,fecha de salida de Concepción en campaña,24 de enero de 1601
García Ramón,lugar donde se hallaba el 10 de febrero,Hualqui
Alonso de Ribera,fecha de información levantada en Santiago,14 de julio de 1601
Bernardo de Vargas Machuca,fecha de solicitud al Rey,21 de agosto de 1599
flota de Indias,fecha de llegada a San Lúcar de Barrameda,fines de febrero de 1600
flota de Indias,monto total transportado,9.926.192 ducados
flota de Indias,monto correspondiente al Rey,2.746.679 ducados
flota del Perú y Tierra Firme,fecha de llegada a Sevilla,principio de mayo de 1600
flota del Perú y Tierra Firme,cantidad de navíos,cuarenta y dos
Bernardo de Vargas Machuca,años de servicio militar en Europa,diez años
Bernardo de Vargas Machuca,año aproximado de paso a las Indias,1574
Bernardo de Vargas Machuca,años de servicio en el Nuevo Reino de Granada,veinte años
Bernardo de Vargas Machuca,año de presencia en la Corte,desde 1594
Simón Contarini,fecha de informe al senado de Venecia,fines de 1605
Simón Contarini,monto estimado anual de las Indias para el Rey,tres millones de ducados
Vargas Machuca,autor de memorial sobre,plan de campaña en Chile
Vargas Machuca,fuente de conocimiento sobre Chile,poema de Ercilla
Vargas Machuca,autor de,Libro de ejercicios de gineta
Libro de ejercicios de gineta,lugar de publicación,Madrid
Libro de ejercicios de gineta,año de publicación,1600
Libro de ejercicios de gineta,año de reimpresión,1619
Vargas Machuca,lugar de nacimiento,Simancas en Castilla Vieja
Libro de ejercicios de gineta,dedicatario,conde Alberto Fúcar
Vargas Machuca,autor de,Apología i discursos de la conquista de las Indias
Apología i discursos de la conquista de las Indias,publicado en,Colección de documentos inéditos para la historia de España tomo 79
Vargas Machuca,cargo obtenido,gobernador de la isla de la Margarita
Vargas Machuca,desempeño de cargo hasta año,1615
Alonso de Ribera,cargo nombrado,gobernador de Chile
Alonso de Ribera,fecha de nombramiento como gobernador,diciembre de 1599
Alonso de Ribera,experiencia militar en,guerras de Flandes
Alonso de Ribera,años de servicio militar,veinticuatro años
Alonso de Ribera,apellido completo,Ribera Zambrano
Alonso de Ribera,lugar de nacimiento,ciudad de Úbeda en Andalucía
Alonso de Ribera,año aproximado de nacimiento,1560
Alonso de Ribera,origen familiar,familia de modesta fortuna pero de buena alcurnia
Alonso de Ribera,estudios realizados,matemáticas
Alonso de Ribera,año de inicio servicio militar,1579
Alonso de Ribera,participante en,toma de Maestricht
Alonso de Ribera,rango militar en 1583,sargento
Alonso de Ribera,participante en,asalto de Amberes en 1583
Alonso de Ribera,rango militar en 1587,alférez
Alonso de Ribera,participante en,armada invencible en 1588
Alonso de Ribera,participante en,campaña de Francia en 1590
Alonso de Ribera,participante en,asalto y toma de Corbeil
Corbeil,fecha de toma,16 de octubre de 1590
Alonso de Ribera,rango militar en 1591,capitán
Alonso de Ribera,herido en,asalto de la plaza de Capelle
plaza de Capelle,fecha de asalto,8 de mayo de 1594
Alonso de Ribera,participante en,ataque de la plaza de Chatelet
plaza de Chatelet,fecha de ataque,26 de junio de 1595
Alonso de Ribera,participante en,combate cerca de Doullens en julio de 1595
Alonso de Ribera,herido en brazo durante,sitio de Doullens
Alonso de Ribera,participante en,asedio de Cambray en septiembre de 1595
Alonso de Ribera,participante en,sitio de Calais en abril de 1596
Alonso de Ribera,participante en,asedio y asalto de Hulst en julio de 1596
Alonso de Ribera,participante en,rendición de Amiens
Alonso de Ribera,herido en pierna durante,defensa de Amiens
Francisco Martínez de Leiva,cargo nombrado,gobernador de la provincia de Tucumán
Francisco Martínez de Leiva,fecha de nombramiento,16 de diciembre de 1599
Felipe II,firmante de nombramiento de,Francisco Martínez de Leiva
Gonzalo Argote de Molina,autor de,Nobleza del Andalucía
Nobleza del Andalucía,lugar de publicación,Sevilla
Nobleza del Andalucía,año de publicación,1588
Ribera de Úbeda,descendiente de,Perafán de Ribera
Perafán de Ribera,cargo de,justicia mayor de Úbeda
Perafán de Ribera,cargo de,adelantado mayor de Andalucía
Perafán de Ribera,cargo de,capitán general de la frontera del reino de Jaén
José Basilio de Rojas,autor de,Apuntes sobre lo acaecido en la conquista de Chile
José Basilio de Rojas,época de escritura,penúltimo decenio del siglo XVII
Alejandro Farnesio,cargo de,duque de Parma
Alejandro Farnesio,comandante de,ejército español en Francia en 1590
Enrique IV,asediante de,París en 1590
Guillermo Dondino,miembro de,Compañía de Jesús
Guillermo Dondino,continuador de obra de,Faminio Strada
Pedro de Castro,autor de,comentarios o memorias sobre guerras de Flandes
Pedro de Castro,cargo militar,capitán español
Faminio Strada,autor de,historia latina de las guerras de Flandes
Alonso Vásquez,autor de,Los sucesos de Flandes y Francia del tiempo de Alejandro Farnesio
Alonso Vásquez,cargo militar,capitán
Los sucesos de Flandes y Francia,publicado en,Colección de documentos inéditos para la historia de España
Los sucesos de Flandes y Francia,año de primera publicación,1879-1880
Los sucesos de Flandes y Francia,tomos ocupados en colección,"72, 73 y 74"
Carlos Coloma,autor de,Las guerras de los Estados Bajos desde 1588 hasta 1599
Las guerras de los Estados Bajos desde 1588 hasta 1599,lugar de publicación,Amberes
Las guerras de los Estados Bajos desde 1588 hasta 1599,año de publicación,1625
Antonio de Herrera,autor de,Historia general del mundo
Enrico Caterino Dávila,nacionalidad,italiano
Enrico Caterino Dávila,autor de,Historia de las guerras civiles de Francia
archiduque cardenal Alberto,cargo de,gobernador español de los Países Bajos
archiduque cardenal Alberto,comandante en,campaña contra Calais
conde de Fuentes,cargo militar,general del ejército español
capitán Mendoza,compañero de combate de,Alonso de Ribera en Doullens
Alonso de Ribera,cargo de,sargento mayor de uno de los tercios de la infantería española
Alonso de Ribera,cargo de,comandante en jefe de uno de los tercios de la infantería española
Felipe,cargo de,Rey
Alonso de Ribera,cargo de,gobernador de Chile
Alonso de Ribera,edad aproximada en 1599,cerca de cuarenta años
Alonso de Ribera,años de servicio militar,veinticuatro años
Alonso de Ribera,lugar de origen,ciudad de Úbeda
Jorge de Ribera Zambrano,cargo de,capitán del Rey
Jorge de Ribera,relación familiar con,Alonso de Ribera
Juan de Ribera Zambrano,cargo de,sargento mayor de la milicia del partido de Alcaraz y Villanueva de los Infantes
Juan de Ribera Zambrano,relación familiar con,Alonso de Ribera
conde de Fuentes,cargo de,General de tropas españolas en la segunda campaña de Francia
flota de Nueva España,fecha de partida desde Sevilla,primera semana de abril de 1600
flota de Nueva España,fecha de llegada a Portobelo,3 de junio de 1600
Alonso de Sotomayor,cargo de,gobernador de la provincia de Tierra Firme
Alonso de Sotomayor,cargo anterior,Gobernador de Chile
Marcos de Aramburu,cargo de,general jefe de la flota
Alonso de Ribera,número de soldados desembarcados en Portobelo,131 soldados
ciudad de Panamá,categoría de,capital de la provincia de Tierra Firme
Alonso de Ribera,fecha de llegada a Lima,17 de octubre de 1600
García Ramón,cargo de,gobernador de Chile
archiduque Alberto,relación con,Alonso de Ribera
Martín Ruiz de Gamboa,gobernador cesante de,Chile
Alonso de Sotomayor,cargo de,Juez de residencia
Alonso de Sotomayor,sucesor de,Martín Ruiz de Gamboa
Alonso de Sotomayor,cargo de,Gobernador de Chile
Lope de Azócar,cargo de,Doctor
Lope de Azócar,acusador de,Martín Ruiz de Gamboa
Martín Ruiz de Gamboa,cargo de,Mariscal
Felipe II,cargo de,Rey de España
Diego García de Cáceres,cargo de,Capitán
Diego García de Cáceres,cargo de,Gobernador interino de Chile
Luis de Sotomayor,hermano de,Alonso de Sotomayor
Luis de Sotomayor,comandante de,Campaña militar de 1583-1584
Cristóbal de Ravaneda,cargo de,Provincial de la orden franciscana
Cristóbal de Ravaneda,cargo de,Comisario de la orden franciscana
Bernardo de Becerril,cargo de,Prior de los dominicanos de Santiago
Lorenzo Bernal de Mercado,cargo de,Capitán
Lorenzo Bernal de Mercado,gestor contra,Tasa de Gamboa
Cristóbal Núñez,cargo de,Fraile dominicano
Francisco Pastene,cargo de,Licenciado
Francisco Pastene,hijo de,Juan Bautista Pastene
Juan Bautista Pastene,cargo de,Capitán
Pedro de Viscarra,cargo de,Teniente gobernador
Pedro de Viscarra,cargo de,Licenciado
Óñez de Loyola,cargo de,Gobernador de Chile
Juan Fernández,cargo de,Piloto
Juan Fernández,descubridor de,Islas Juan Fernández
Tasa de Gamboa,creador de,Martín Ruiz de Gamboa
Tasa de Gamboa,abolidor de,Alonso de Sotomayor
Obispo de Santiago,partidario de,Tasa de Gamboa
Obispo de la Imperial,partidario de,Tasa de Gamboa
Cabildo de Santiago,lugar de reconocimiento de,Alonso de Sotomayor como Juez de residencia
Cabildo de Santiago,lugar de prisión de,Martín Ruiz de Gamboa
Juicio de residencia contra Martín Ruiz de Gamboa,fecha de inicio,Últimos días de 1583
Juicio de residencia contra Martín Ruiz de Gamboa,juez de,Alonso de Sotomayor
Martín Ruiz de Gamboa,lugar de residencia en 1593,Santiago
Guerra de Arauco,teatro de operaciones de,Chile
Santiago,lugar de residencia de,Martín Ruiz de Gamboa en 1593
Lima,lugar de destino de,Lorenzo Bernal de Mercado
Lima,lugar de destino de,Cristóbal Núñez
Lima,lugar de prisión de,Lope de Azócar
Villarrica,lugar de escritura de carta de,Martín Ruiz de Gamboa el 31 de octubre de 1582
Mendoza,lugar de designación desde,Diego García de Cáceres como gobernador interino
Perú,lugar de solicitud de refuerzos de,Alonso de Sotomayor
España,lugar de solicitud de refuerzos de,Alonso de Sotomayor
Purén,lugar de combate de,Luis de Sotomayor
Concepción,lugar de paso de,Luis de Sotomayor
Angol,lugar de paso de,Luis de Sotomayor
Chillán,lugar de paso de,Luis de Sotomayor
Carta de Martín Ruiz de Gamboa a Felipe II,fecha de,15 de febrero de 1585
Carta de Martín Ruiz de Gamboa a Felipe II,fecha de,20 de noviembre de 1585
Carta de Lope de Azócar a Felipe II,fecha de,13 de mayo de 1582
Carta de Martín Ruiz de Gamboa al Rey,fecha de,31 de octubre de 1582
Información de servicios de Francisco Pastene,fecha de,1593
Informe de Martín Ruiz de Gamboa sobre estado militar de Chile,fecha de,Junio de 1593
Retorno de Lope de Azócar a Chile,fecha de,6 de diciembre de 1583
Salida a campaña de Luis de Sotomayor,fecha de,Fines de diciembre de 1583
Alonso de Sotomayor,edad aproximada en 1593 de Martín Ruiz de Gamboa,Ochenta años
Cajas reales de Chile,deuda de,Más de trescientos mil pesos
Renta real en Chile,monto anual de,Veinte y dos mil pesos
Columna militar de Luis de Sotomayor,composición de,Doscientos arcabuceros
Felipe III,cargo de,Rey de España
virrey del Perú,lugar de jurisdicción,Perú
Chile,destino de refuerzos de tropa de,España
Río de la Plata,ruta de envío de refuerzos hacia,Chile
flota de Aramburu,destino de viaje,Nueva España
ducado de plata,tipo de moneda,moneda imaginaria
ducado de plata,valor equivalente a,375 maravedís de plata
príncipe de Esquilache,cargo de,virrey del Perú en 1621
Alonso de Ribera,cargo solicitante de dinero al,virrey del Perú
Don Luis de Velasco,cargo de,virrey del Perú
García Ramón,relación con virrey del Perú,preferido por Don Luis de Velasco
Alonso de Ribera,lugar de residencia temporal,Lima
Alonso de Ribera,número de tropas en revista,260 hombres
Alonso de Ribera,puerto de partida hacia Chile,puerto del Callao
Alonso de Ribera,fecha de partida del Callao,10 de diciembre de 1600
Alonso de Ribera,puerto de arribo en Chile,Concepción
Alonso de Ribera,fecha de arribo a Concepción,9 de febrero de 1601
García Ramón,lugar de procedencia al encuentro con Ribera,Hualqui
García Ramón,fecha de entrevista con Alonso de Ribera,11 de febrero de 1601
García Ramón,ofrecimiento de permanencia en Chile,un año más
García Ramón,lugar de residencia de familia,Perú
García Ramón,fecha de presentación de memorial a Ribera,12 de febrero de 1601
fuerte de Arauco,objeto de plan de socorro según García Ramón,plaza sitiada por indios
Villamca,tipo de lugar a auxiliar,ciudad
Osorno,tipo de lugar a auxiliar,ciudad
Imperial,lugar propuesto para fundar fuerte,sitio de antigua ciudad
Angol,ciudad propuesta para repoblación,Santa Cruz
Santa Cruz,ciudad propuesta para repoblación junto con,Angol
río Nivequetén,nombre alternativo,río Laja
Alonso de Ribera,fecha de convocatoria a junta de guerra,16 de febrero de 1601
junta de guerra,fecha de celebración,16 de febrero de 1601
junta de guerra,resultado de votación,aprobación unánime del plan de Ribera
García Ramón,fecha de solicitud de licencia para retorno,16 de febrero de 1601
García Ramón,destino de retorno solicitado,Perú
Alonso de Ribera,formación militar previa,ejércitos de Flandes
Alejandro Farnesio,relación con Alonso de Ribera,general instructor de Ribera
Alonso de Ribera,siglo de experiencia militar,siglo XVI segunda mitad
Don Crescente Errázuriz,autor de,Seis años de la historia de Chile tomo segundo
Don Luis de Velasco,posición en diferencias Ribera-García Ramón,favor de García Ramón
río Biobío,referencia geográfica en plan militar,límite norte de territorio indígena
Concepción,tipo de ciudad en riesgo según Ribera,ciudad amenazada por insurrección
Chillán,tipo de ciudad en riesgo según Ribera,ciudad amenazada por insurrección
un repartimiento en Pilpinto,fecha de permuta,27 de noviembre de 1602
un repartimiento en Pilpinto,permutado por,repartimiento en Punoypicho
relación de mercedes acordadas por virrey del Perú en 1602,páginas de publicación,500-515
relación de mercedes acordadas por virrey del Perú en 1602,publicada en,Colección de documentos inéditos para la historia de España
ejército de Chile,número de soldados según García Ramón,1397 hombres
ejército de Chile,número de soldados según otras noticias recogidas por Ribera,1200 hombres
Alonso de Ribera,cargo de,Gobernador de Chile
Alonso de Ribera,número de hombres traídos a Chile,260 hombres
tropas utilizables para campaña contra los indios,número aproximado de soldados,quinientos hombres
Alonso de Ribera,destinatario de cartas,Rey Felipe III
carta de Alonso de Ribera a Felipe III,fecha de escritura,17 de marzo de 1601
carta de Alonso de Ribera a Felipe III,fecha de escritura,16 de marzo de 1607
ejército de Chile,divisiones militares,compañías de jinetes y de infantes
Santiago,número de hombres según García Ramón,274 hombres
Santiago,número de hombres según Alonso de Ribera,174 hombres
Santiago,número de soldados enviados como refuerzo en enero de 1601,50 soldados
guarniciones del ejército de Chile,lugares de ubicación,"La Serena, Santiago, ríos Maule e Itata, Chillán, Concepción y plaza de Arauco"
García Ramón,número de hombres reunidos en enero para expedición,10 hombres
infantes del ejército de Chile,armas principales,arcabuces y mosquetes
infantes del ejército de Chile,armas defensivas,"cotas, coseletes y celadas de cuero"
indios amigos,función en las marchas,exploradores y cuidadores de bagajes
memorial sobre el modo y orden militar en Chile,autor,Alonso de Ribera
memorial sobre el modo y orden militar en Chile,destinatario,Rey
memorial sobre el modo y orden militar en Chile,publicado en,tomo II de Documentos de Claudio Gay
memorial sobre el modo y orden militar en Chile,páginas de publicación,144-159
Alonso de Ribera,experiencia militar previa,soldado de la infantería española de Flandes
fuerte de Arauco,material de construcción,tapias
fuertes chilenos,material de construcción general,palizada
palos de palizada,grosor máximo,poco más que el timón de un carro
palos de palizada,altura,catorce a quince pies
González de Nájera,autor de,Desengaño y reparo de la guerra de Chile
Alonso de Ribera,cargo de trabajo,Gobernador de Chile
Luis de Mosquera,cargo militar de,Sargento mayor del tercio de infantería
Alonso González de Nájera,cargo militar de,Capitán del tercio de infantería
Francisco Martínez de Leiva,cargo de,Gobernador de la provincia de Tucumán
Francisco Martínez de Leiva,pertenencia a,Orden de caballería de Santiago
Juan Pérez de Espinosa,cargo eclesiástico de,Obispo de Santiago
Juan Pérez de Espinosa,pertenencia a orden religiosa,Orden franciscana
Juan Pérez de Espinosa,lugar de origen,Toledo
Pedro de Azuaga,cargo eclesiástico de,Obispo de Santiago
Pedro de Azuaga,pertenencia a orden religiosa,Orden franciscana
Pedro de Azuaga,año de llegada a Chile,1596
Pedro de Azuaga,año de fallecimiento,1597
Obispo Medellín,año de fallecimiento,1592
Jerónimo de Mendieta,autor de,Historia eclesiástica indiana
Juan de Torquemada,autor de,Monarquía indiana
Domingo Juarros,autor de,Compendio de la historia de la ciudad de Guatemala
Tercio de infantería de Luis de Mosquera,número de hombres,500
Tercio de infantería de Luis de Mosquera,número de capitanes,3
Tercio de infantería de Luis de Mosquera,mes de reunión,agosto de 1600
Plaza de Arauco,número de españoles en guarnición,61
Ejército de Alonso de Ribera,número de tropas disponibles para expedición,542
Ejército de Alonso de Ribera,fecha de inicio de marcha hacia el sur,21 de febrero
Flota española,puerto de zarpe,Lisboa
Flota española,mes de zarpe,septiembre de 1600
Flota española,puerto de llegada,Rio de Janeiro
Flota española,mes de llegada a Rio de Janeiro,enero de 1601
Alonso de Ribera,lugar de escritura de cartas al Rey,Santiago
Alonso de Ribera,fecha de carta al Rey,22 de septiembre de 1601
Alonso de Ribera,lugar de escritura de carta,Córdoba
Alonso de Ribera,fecha de carta al Rey desde Córdoba,20 de marzo de 1606
Alonso de Ribera,fecha de escritura de cartas al Rey desde Chile,10 de marzo de 1601
Alonso de Ribera,fecha de escritura de cartas al Rey desde Chile,17 de marzo de 1601
Domingo de Erazo,fecha de recepción de instrucciones,15 de enero de 1602
Felipe III,cargo de,Rey de España
Fuerte de Talcahuano,establecedor,Alonso de Ribera
Fuerte de Lonquén,establecedor,Alonso de Ribera
Fuerte de Lonquén,ubicación geográfica,Orilla norte del río Itata
Historia eclesiástica indiana,lugar de primera publicación,México
Historia eclesiástica indiana,año de primera publicación,1870
Luis de Mosquera,cargo de,sargento mayor
Diego Valdés de la Banda,cargo de,gobernador de la provincia de Buenos Aires
Hemandarias de Saavedra,cargo de,encargado provisional del gobierno de Buenos Aires
obispo Pérez de Espinosa,miembro de,juntas y acuerdos en Buenos Aires
Martínez de Leiva,cargo de,gobernador de Tucumán
ciudad de Mendoza,ubicación geográfica,pie de los Andes
Juan Rodolfo de Lisperguer,cargo de,capitán
Alonso de Ribera,cargo de,gobernador de Chile
Alonso de Ribera,lugar de residencia durante invierno de 1601,Santiago
padre Bascones,rol de,representante de las ciudades de Chile en España
Santiago,tipo de entidad,capital del reino de Chile
La Serena,ubicación geográfica,provincias del norte de Chile
Francisco del Campo,cargo de,coronel
Francisco del Campo,lugar de emisión de comunicación,Osorno
Valparaíso,tipo de entidad,puerto
Concepción,tipo de entidad,ciudad
Valdivia,tipo de entidad,ciudad
doctor Luis Merlo de la Fuente,lugar de escritura,Lima
Alonso de Ribera,fecha de salida de Santiago,11 de octubre de 1601
Alonso de Ribera,fecha de entrada a Concepción,25 de octubre de 1601
río Biobío,tipo de entidad,río
Castro,ubicación geográfica,Chiloé
sueldo de soldados,monto,diez ducados por mes
sueldo de sargentos,monto,quince ducados por mes
sueldo de alférez de infantería,monto,veintitrés ducados por mes
sueldo de alférez de caballería,monto,veinticinco ducados por mes
sueldo de capitán de infantería,monto,cincuenta ducados por mes
sueldo de capitán de caballería,monto,sesenta ducados por mes
sueldo de sargento mayor,monto,sesenta y cinco ducados por mes
sueldo de maestre de campo,monto,mil ducados al año
Luis de Mosquera,fecha de llegada a Buenos Aires,17 de febrero
expedicionarios,fecha de reunión en Buenos Aires,4 de marzo
cédulas reales sobre tema de autoridades de Buenos Aires,fecha de emisión,2 de julio de 1600
cédulas reales sobre tema de autoridades de Buenos Aires,lugar de emisión,Medina del Campo
Martínez de Leiva,cantidad obtenida en préstamo,ocho mil pesos
cabildo de Buenos Aires,cantidad de carretas proporcionadas,cuarenta y cinco carretas
cabildo de Buenos Aires,cantidad de vacas proporcionadas,doscientas vacas
expedicionarios,fecha de partida desde Buenos Aires,mediados de marzo de 1601
expedicionarios,fecha de llegada a Mendoza,cerca de mediados de mayo de 1601
ejército de Alonso de Ribera,cantidad de soldados proyectada para primavera,mil quinientos soldados
virrey del Perú,cantidad de dinero enviada a cuenta del situado real,tres mil quinientos pesos
padre Báscones,cantidad solicitada para acuñar,300.000 escudos de oro
situado real para guerra de Chile,monto anual,212 mil ducados
Alonso de Ribera,fecha de despacho de comunicación desde Concepción,15 de enero de 1602
virrey Velasco,fecha de carta a Felipe III,28 de diciembre de 1601
Alonso de Ribera,fecha de carta al Rey desde Santiago,22 de septiembre de 1601
doctor Luis Merlo de la Fuente,año de escritura sobre moneda en Chile,1623
Martínez de Leiva,fecha de despacho de Luis de Mosquera desde Rio de Janeiro,27 de enero
comunicación de Francisco del Campo,fecha de recepción por el Gobernador,principios de junio de 1601
Alonso de Ribera,cantidad de hombres a embarcar en Concepción,doscientos hombres
bárbaros (indígenas),lugar de excursiones,banda norte del Biobío
Alonso de Ribera,cargo de,Gobernador de Chile
columna de doscientos soldados,comandante,Hernández Ortiz
columna de doscientos soldados,comandante,Gaspar Doncel
Hernández Ortiz,descripción profesional,militar experimentado en las guerras de Arauco
Gaspar Doncel,procedencia militar,soldado distinguido de Flandes
Gaspar Doncel,acompañante en viaje a Chile,Alonso de Ribera
expedición de socorro,fecha de partida hacia Valdivia,9 de noviembre
expedición de socorro,destino,Valdivia
Alonso de Ribera,descripción profesional,militar enérgico e impetuoso
plan de Alonso de Ribera,estrategia militar,construir fuertes en las entradas del territorio enemigo y avanzar gradualmente la línea de fronteras
Alonso de Ribera,fecha de salida desde Concepción,23 de diciembre
Alonso de Ribera,número de hombres bajo mando en salida de Concepción,cerca de trescientos hombres
indios coyunchos o coyuncheses,ubicación,región del valle central hasta la arruinada ciudad de Angol
Alonso de Ribera,fundador de,fuerte en cada orilla del Biobío
Alonso de Ribera,fundador de,fuerte Santa Cruz de Ribera
fuerte Santa Cruz de Ribera,ubicación,"orillas del río Laja, enfrente del lugar en que se le reúne el Vergara"
fuerte de Talcahuano,fundador en otoño anterior,Alonso de Ribera
columna de tropas auxiliares,procedencia,Mendoza
columna de tropas auxiliares,número de hombres llegados a Chile,poco más de cuatrocientos
columna de tropas auxiliares,número de hombres salidos de España,quinientos hombres
columna de tropas auxiliares,comandante,Alonso González de Nájera
columna de tropas auxiliares,comandante,Pedro de Salinas
columna de tropas auxiliares,comandante,Gregorio de Puebla
plaza de Arauco,situación militar,sitiada por indios de la costa
Alonso de Ribera,fecha de marcha hacia Arauco,8 de febrero de 1602
mestizo desertor Prieto,rol militar,capitán de indios en cordillera de la Costa
Alonso de Ribera,autor de carta al Rey,escrita en Santiago a 20 de julio de 1602
Francisco del Campo,cargo militar,coronel
Francisco del Campo,lugar de actividad militar,Osorno
Francisco del Campo,campaña militar a Chiloé,invierno de 1600
embarcación construida en Osorno,destino previsto,salir al mar por el río Bueno para llegar a Concepción
embarcación construida en Osorno,número de tripulantes,ocho hombres y un procurador de la ciudad
embarcación construida en Osorno,resultado de navegación,naufragó en la barra del río con pérdida de todos sus tripulantes
Juan de Arístegui,misión encomendada,ir a Chiloé para hacer construir una fragata
indios de Purén y de la Imperial,actividad militar,iban al sur llevados por sed de sangre y saqueo
Francisco del Campo,autor de carta,fechada en Osorno a 16 de marzo de 1601
Francisco del Campo,número de indios muertos según su informe,más de mil seiscientos indios
indios combatientes,número presentado a caballo en un combate,mil indios a caballo
indios combatientes,armamento en combate,doscientas cincuenta cotas y cuarenta y tres arcabuces
indios combatientes,procedencia,"Angol, Guadaba, Purén, Imperial, Villarrica y Valdivia"
ejército de Francisco del Campo,pérdidas de hombres,setenta hombres
monasterio de monjas clarisas,ubicación original,Osorno
monasterio de monjas clarisas,destrucción,quemado por los indios
Domingo Sotelo de Romai,cargo militar alcanzado,capitán
Domingo Sotelo de Romai,autor de,extensa historia de Chile
Coronel Francisco del Campo,cargo de,defensor de Osorno
Francisco de Rosa,cargo de,capitán
Francisco de Rosa,relación familiar con,Coronel Francisco del Campo como cuñado
Coronel Francisco del Campo,emisario,Francisco de Rosa
fragata construida en Chiloé,fecha de finalización,principios de marzo de 1601
Francisco de Rosa,destino de viaje,Chile para informar al gobernador
Coronel Francisco del Campo,lugar de residencia,Osorno
ciudad de Castro,ubicación en,Chiloé
ciudad de Castro,estado de,tranquila en primavera de 1601
fuerte de Carelmapu,ubicación cercana a,lugar donde murió Francisco del Campo
Lorenzo Baquero,origen de,Quito
Lorenzo Baquero,ocupación,mestizo fugado
Lorenzo Baquero,lugar de fuga desde,Osorno
Coronel Francisco del Campo,causa de muerte,lanzada en el pecho
capitán Jerónimo de Pedraza,cargo de,líder de partidas españolas
Francisco Hernandez Ortiz,cargo de,capitán
Francisco Hernandez Ortiz,cantidad de soldados bajo mando,doscientos soldados
gobernador Ribera,superior de,Francisco Hernandez Ortiz
Francisco Hernandez Ortiz,fecha de partida desde Concepción,9 de noviembre de 1601
Francisco Hernandez Ortiz,fecha de llegada a Valdivia,22 de noviembre de 1601
Francisco Hernandez Ortiz,fecha de inicio de construcción del fuerte en Valdivia,13 de marzo de 1602
capitán Rodrigo de Bastidas,cargo de,comandante de Villarrica
Pelantaró,rol de,jefe de la insurrección araucana
Anganamón,rol de,jefe de la insurrección araucana
Valdivia,fecha de destrucción,fines de 1599
Villarrica,fecha de asalto definitivo,7 de febrero de 1602
Villarrica,número de defensores al final del sitio,once hombres y diez mujeres
capitán Rodrigo de Bastidas,destino,murió peleando el 7 de febrero de 1602
gobernador Ribera,lugar de residencia al recibir noticia de destrucción de Villarrica,Concepción
situado real del Perú,cantidad en dinero,más de diecisiete mil pesos
capitán Antonio Mejía,cargo de,comandante de tropas en ciudades australes
capitán Antonio Mejía,fecha de embarque,14 de junio de 1602
gobernador Ribera,lugar de residencia de invierno,Santiago
Domingo de Erazo,cargo de,secretario del gobernador Ribera
Domingo de Erazo,fecha de despacho a España,enero de 1602
gobernador Ribera,solicitud al Rey,mil hombres efectivos de España
padre Rosales,autor de,Historia jeneral capítulo 23 del libro v
padre Rosales,autor de,relación de destrucción de Villarrica en capítulo 26 del lib. v
don Juan de Maluenda,rol de,prisionero español en Villarrica
don Juan de Maluenda,fecha de captura,7 de febrero de 1602
don Juan de Maluenda,duración de cautiverio,tres o cuatro años
capitán Marcos de Chavarri,rol de,prisionero español capturado en combate
capitán Marcos de Chavarri,duración de cautiverio,más de veinte años
río Bueno,característica de,dificultad seria para cruce
"Ejército de Chile (sin incluir tropas en Valdivia, Osorno y Chiloé)",número de integrantes,708 hombres
Alonso de Ribera,cargo de,Gobernador de Chile
Capitán Alonso González de Nájera,comandante de,Fuerte de Santa Fe
Alonso González de Nájera,experiencia militar previa en,Guerras de Flandes
Fuerte de Santa Fe,número de soldados de guarnición,160 soldados
Fuerte de Santa Fe,ubicación geográfica,"Margen derecha del río Biobío, cerca de confluencia con río Vergara"
Pelantaro,cargo de,Cacique de Purén
Pelantaro,rol en,Jefe principal de la insurrección araucana
Nabalburí,rol entre,Indios araucanos
Ataque al Fuerte de Santa Fe,fecha de ocurrencia,28 de octubre de 1602
Ataque al Fuerte de Santa Fe,resultado en españoles,39 heridos
Ataque al Fuerte de Santa Fe,resultado en indios auxiliares,12 heridos
Alonso de Ribera,fecha de llegada a Concepción,3 de noviembre de 1602
Don Juan de Cárdenas y Añasco,comandante de,Refuerzo de tropas desde el Perú
Refuerzo de tropas desde el Perú,número de soldados,140 soldados
Refuerzo de tropas desde el Perú,lugar de desembarco,Valparaíso
Refuerzo de tropas desde el Perú,fecha de entrada a Concepción,12 de diciembre de 1602
Alonso de Ribera,fecha de salida de Concepción,22 de diciembre de 1602
Fuerte Nuestra Señora de Halle,ubicación geográfica,"Márgenes del estero de Millapoa, orilla sur del río Biobío, frente a confluencia con río Laja"
Fuerte Nuestra Señora de Halle,fundador,Alonso de Ribera
